Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;14DienuKumulativaSaslimstiba
2021.07.19.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Augšdaugavas novads;0022000;19;11
2021.07.19.;Ādažu novads;0023000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Balvu novads;0024000;no 1 līdz 5;0
2021.07.19.;Bauskas novads;0025000;9;9
2021.07.19.;Cēsu novads;0026000;14;12
2021.07.19.;Daugavpils pilsēta;0002000;20;15
2021.07.19.;Dienvidkurzemes novads;0027000;6;6
2021.07.19.;Dobeles novads;0028000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Jelgavas novads;0030000;8;7
2021.07.19.;Jelgavas pilsēta;0003000;24;19
2021.07.19.;Jēkabpils novads;0031000;11;7
2021.07.19.;Jūrmalas pilsēta;0004000;23;21
2021.07.19.;Krāslavas novads;0032000;18;14
2021.07.19.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.19.;Ķekavas novads;0034000;16;12
2021.07.19.;Liepājas pilsēta;0005000;15;10
2021.07.19.;Limbažu novads;0035000;9;8
2021.07.19.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Ludzas novads;0037000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Madonas novads;0038000;6;no 1 līdz 5
2021.07.19.;Mārupes novads;0039000;12;12
2021.07.19.;Ogres novads;0040000;19;17
2021.07.19.;Olaines novads;0041000;13;11
2021.07.19.;Preiļu novads;0042000;no 1 līdz 5;0
2021.07.19.;Rēzeknes novads;0043000;8;no 1 līdz 5
2021.07.19.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Rīga;0001000;338;229
2021.07.19.;Ropažu novads;0044000;15;12
2021.07.19.;Salaspils novads;0045000;7;no 1 līdz 5
2021.07.19.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Saulkrastu novads;0047000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Siguldas novads;0048000;22;10
2021.07.19.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.19.;Tukuma novads;0052000;32;20
2021.07.19.;Valkas novads;0053000;0;0
2021.07.19.;Valmieras novads;0054000;16;11
2021.07.19.;Varakļānu novads;0055000;0;0
2021.07.19.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.19.;Ventspils pilsēta;0007000;20;11
2021.07.20.;Adrese nav norādīta;Nav;…;no 1 līdz 5
2021.07.20.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Augšdaugavas novads;0022000;19;10
2021.07.20.;Ādažu novads;0023000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Balvu novads;0024000;no 1 līdz 5;0
2021.07.20.;Bauskas novads;0025000;9;9
2021.07.20.;Cēsu novads;0026000;14;11
2021.07.20.;Daugavpils pilsēta;0002000;25;20
2021.07.20.;Dienvidkurzemes novads;0027000;7;6
2021.07.20.;Dobeles novads;0028000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Jelgavas novads;0030000;10;9
2021.07.20.;Jelgavas pilsēta;0003000;25;15
2021.07.20.;Jēkabpils novads;0031000;11;6
2021.07.20.;Jūrmalas pilsēta;0004000;26;21
2021.07.20.;Krāslavas novads;0032000;18;14
2021.07.20.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.20.;Ķekavas novads;0034000;18;13
2021.07.20.;Liepājas pilsēta;0005000;15;10
2021.07.20.;Limbažu novads;0035000;10;8
2021.07.20.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Ludzas novads;0037000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Madonas novads;0038000;6;no 1 līdz 5
2021.07.20.;Mārupes novads;0039000;13;11
2021.07.20.;Ogres novads;0040000;23;21
2021.07.20.;Olaines novads;0041000;16;14
2021.07.20.;Preiļu novads;0042000;no 1 līdz 5;0
2021.07.20.;Rēzeknes novads;0043000;8;no 1 līdz 5
2021.07.20.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Rīga;0001000;359;233
2021.07.20.;Ropažu novads;0044000;17;13
2021.07.20.;Salaspils novads;0045000;9;no 1 līdz 5
2021.07.20.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Saulkrastu novads;0047000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Siguldas novads;0048000;23;11
2021.07.20.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.20.;Tukuma novads;0052000;32;16
2021.07.20.;Valkas novads;0053000;0;0
2021.07.20.;Valmieras novads;0054000;17;11
2021.07.20.;Varakļānu novads;0055000;0;0
2021.07.20.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.20.;Ventspils pilsēta;0007000;22;11
2021.07.21.;Adrese nav norādīta;Nav;…;…
2021.07.21.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Augšdaugavas novads;0022000;19;8
2021.07.21.;Ādažu novads;0023000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Balvu novads;0024000;no 1 līdz 5;0
2021.07.21.;Bauskas novads;0025000;9;9
2021.07.21.;Cēsu novads;0026000;14;11
2021.07.21.;Daugavpils pilsēta;0002000;26;21
2021.07.21.;Dienvidkurzemes novads;0027000;9;8
2021.07.21.;Dobeles novads;0028000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Jelgavas novads;0030000;10;9
2021.07.21.;Jelgavas pilsēta;0003000;25;15
2021.07.21.;Jēkabpils novads;0031000;11;6
2021.07.21.;Jūrmalas pilsēta;0004000;28;22
2021.07.21.;Krāslavas novads;0032000;23;18
2021.07.21.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.21.;Ķekavas novads;0034000;21;17
2021.07.21.;Liepājas pilsēta;0005000;19;13
2021.07.21.;Limbažu novads;0035000;14;12
2021.07.21.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.21.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.21.;Madonas novads;0038000;7;no 1 līdz 5
2021.07.21.;Mārupes novads;0039000;16;11
2021.07.21.;Ogres novads;0040000;24;22
2021.07.21.;Olaines novads;0041000;16;14
2021.07.21.;Preiļu novads;0042000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.21.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Rīga;0001000;382;228
2021.07.21.;Ropažu novads;0044000;19;15
2021.07.21.;Salaspils novads;0045000;10;no 1 līdz 5
2021.07.21.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Saulkrastu novads;0047000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Siguldas novads;0048000;24;8
2021.07.21.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.21.;Tukuma novads;0052000;32;14
2021.07.21.;Valkas novads;0053000;0;0
2021.07.21.;Valmieras novads;0054000;18;11
2021.07.21.;Varakļānu novads;0055000;0;0
2021.07.21.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.21.;Ventspils pilsēta;0007000;23;11
2021.07.22.;Adrese nav norādīta;Nav;…;no 1 līdz 5
2021.07.22.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Augšdaugavas novads;0022000;19;6
2021.07.22.;Ādažu novads;0023000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Balvu novads;0024000;no 1 līdz 5;0
2021.07.22.;Bauskas novads;0025000;10;9
2021.07.22.;Cēsu novads;0026000;15;11
2021.07.22.;Daugavpils pilsēta;0002000;28;21
2021.07.22.;Dienvidkurzemes novads;0027000;11;9
2021.07.22.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.22.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Jelgavas novads;0030000;11;11
2021.07.22.;Jelgavas pilsēta;0003000;25;13
2021.07.22.;Jēkabpils novads;0031000;14;9
2021.07.22.;Jūrmalas pilsēta;0004000;29;21
2021.07.22.;Krāslavas novads;0032000;23;15
2021.07.22.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.22.;Ķekavas novads;0034000;22;17
2021.07.22.;Liepājas pilsēta;0005000;22;16
2021.07.22.;Limbažu novads;0035000;14;10
2021.07.22.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.22.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.22.;Madonas novads;0038000;7;no 1 līdz 5
2021.07.22.;Mārupes novads;0039000;16;11
2021.07.22.;Ogres novads;0040000;27;24
2021.07.22.;Olaines novads;0041000;16;14
2021.07.22.;Preiļu novads;0042000;6;no 1 līdz 5
2021.07.22.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.22.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Rīga;0001000;400;224
2021.07.22.;Ropažu novads;0044000;19;14
2021.07.22.;Salaspils novads;0045000;10;no 1 līdz 5
2021.07.22.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Saulkrastu novads;0047000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Siguldas novads;0048000;24;6
2021.07.22.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.22.;Tukuma novads;0052000;33;6
2021.07.22.;Valkas novads;0053000;0;0
2021.07.22.;Valmieras novads;0054000;18;11
2021.07.22.;Varakļānu novads;0055000;0;0
2021.07.22.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.22.;Ventspils pilsēta;0007000;25;11
2021.07.23.;Adrese nav norādīta;Nav;…;…
2021.07.23.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Augšdaugavas novads;0022000;19;no 1 līdz 5
2021.07.23.;Ādažu novads;0023000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Bauskas novads;0025000;11;9
2021.07.23.;Cēsu novads;0026000;15;10
2021.07.23.;Daugavpils pilsēta;0002000;29;22
2021.07.23.;Dienvidkurzemes novads;0027000;12;11
2021.07.23.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.23.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Jelgavas novads;0030000;13;12
2021.07.23.;Jelgavas pilsēta;0003000;26;13
2021.07.23.;Jēkabpils novads;0031000;14;6
2021.07.23.;Jūrmalas pilsēta;0004000;32;25
2021.07.23.;Krāslavas novads;0032000;23;15
2021.07.23.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.23.;Ķekavas novads;0034000;22;18
2021.07.23.;Liepājas pilsēta;0005000;24;17
2021.07.23.;Limbažu novads;0035000;15;11
2021.07.23.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.23.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.23.;Madonas novads;0038000;8;no 1 līdz 5
2021.07.23.;Mārupes novads;0039000;16;11
2021.07.23.;Ogres novads;0040000;28;23
2021.07.23.;Olaines novads;0041000;16;13
2021.07.23.;Preiļu novads;0042000;7;no 1 līdz 5
2021.07.23.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.23.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Rīga;0001000;412;215
2021.07.23.;Ropažu novads;0044000;21;15
2021.07.23.;Salaspils novads;0045000;11;6
2021.07.23.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.23.;Siguldas novads;0048000;24;no 1 līdz 5
2021.07.23.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.23.;Tukuma novads;0052000;34;7
2021.07.23.;Valkas novads;0053000;0;0
2021.07.23.;Valmieras novads;0054000;18;11
2021.07.23.;Varakļānu novads;0055000;0;0
2021.07.23.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.23.;Ventspils pilsēta;0007000;25;11
2021.07.24.;Adrese nav norādīta;Nav;…;…
2021.07.24.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Augšdaugavas novads;0022000;19;no 1 līdz 5
2021.07.24.;Ādažu novads;0023000;6;no 1 līdz 5
2021.07.24.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Bauskas novads;0025000;11;no 1 līdz 5
2021.07.24.;Cēsu novads;0026000;15;10
2021.07.24.;Daugavpils pilsēta;0002000;29;21
2021.07.24.;Dienvidkurzemes novads;0027000;13;12
2021.07.24.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.24.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Jelgavas novads;0030000;14;13
2021.07.24.;Jelgavas pilsēta;0003000;26;10
2021.07.24.;Jēkabpils novads;0031000;16;8
2021.07.24.;Jūrmalas pilsēta;0004000;32;22
2021.07.24.;Krāslavas novads;0032000;23;13
2021.07.24.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.24.;Ķekavas novads;0034000;26;19
2021.07.24.;Liepājas pilsēta;0005000;24;16
2021.07.24.;Limbažu novads;0035000;15;11
2021.07.24.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.24.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.24.;Madonas novads;0038000;8;no 1 līdz 5
2021.07.24.;Mārupes novads;0039000;18;12
2021.07.24.;Ogres novads;0040000;28;21
2021.07.24.;Olaines novads;0041000;16;13
2021.07.24.;Preiļu novads;0042000;9;6
2021.07.24.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.24.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Rīga;0001000;436;237
2021.07.24.;Ropažu novads;0044000;22;18
2021.07.24.;Salaspils novads;0045000;13;7
2021.07.24.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.24.;Siguldas novads;0048000;24;no 1 līdz 5
2021.07.24.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Talsu novads;0051000;9;no 1 līdz 5
2021.07.24.;Tukuma novads;0052000;34;7
2021.07.24.;Valkas novads;0053000;0;0
2021.07.24.;Valmieras novads;0054000;18;11
2021.07.24.;Varakļānu novads;0055000;0;0
2021.07.24.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.24.;Ventspils pilsēta;0007000;25;11
2021.07.25.;Adrese nav norādīta;Nav;…;…
2021.07.25.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Augšdaugavas novads;0022000;20;no 1 līdz 5
2021.07.25.;Ādažu novads;0023000;7;no 1 līdz 5
2021.07.25.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Bauskas novads;0025000;13;6
2021.07.25.;Cēsu novads;0026000;15;6
2021.07.25.;Daugavpils pilsēta;0002000;29;19
2021.07.25.;Dienvidkurzemes novads;0027000;15;14
2021.07.25.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.25.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Jelgavas novads;0030000;16;15
2021.07.25.;Jelgavas pilsēta;0003000;26;10
2021.07.25.;Jēkabpils novads;0031000;16;7
2021.07.25.;Jūrmalas pilsēta;0004000;33;23
2021.07.25.;Krāslavas novads;0032000;23;10
2021.07.25.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.25.;Ķekavas novads;0034000;29;21
2021.07.25.;Liepājas pilsēta;0005000;28;19
2021.07.25.;Limbažu novads;0035000;16;11
2021.07.25.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.25.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.25.;Madonas novads;0038000;10;6
2021.07.25.;Mārupes novads;0039000;18;11
2021.07.25.;Ogres novads;0040000;29;22
2021.07.25.;Olaines novads;0041000;16;13
2021.07.25.;Preiļu novads;0042000;9;6
2021.07.25.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.25.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Rīga;0001000;464;246
2021.07.25.;Ropažu novads;0044000;24;19
2021.07.25.;Salaspils novads;0045000;13;7
2021.07.25.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.25.;Siguldas novads;0048000;25;no 1 līdz 5
2021.07.25.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Talsu novads;0051000;10;no 1 līdz 5
2021.07.25.;Tukuma novads;0052000;36;8
2021.07.25.;Valkas novads;0053000;0;0
2021.07.25.;Valmieras novads;0054000;18;11
2021.07.25.;Varakļānu novads;0055000;0;0
2021.07.25.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.25.;Ventspils pilsēta;0007000;25;11
2021.07.26.;Adrese nav norādīta;Nav;…;…
2021.07.26.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Augšdaugavas novads;0022000;20;no 1 līdz 5
2021.07.26.;Ādažu novads;0023000;7;no 1 līdz 5
2021.07.26.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Bauskas novads;0025000;13;6
2021.07.26.;Cēsu novads;0026000;15;no 1 līdz 5
2021.07.26.;Daugavpils pilsēta;0002000;29;19
2021.07.26.;Dienvidkurzemes novads;0027000;15;14
2021.07.26.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.26.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Jelgavas novads;0030000;16;14
2021.07.26.;Jelgavas pilsēta;0003000;26;9
2021.07.26.;Jēkabpils novads;0031000;16;6
2021.07.26.;Jūrmalas pilsēta;0004000;34;23
2021.07.26.;Krāslavas novads;0032000;23;9
2021.07.26.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.26.;Ķekavas novads;0034000;32;24
2021.07.26.;Liepājas pilsēta;0005000;32;23
2021.07.26.;Limbažu novads;0035000;16;11
2021.07.26.;Līvānu novads;0036000;no 1 līdz 5;0
2021.07.26.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.26.;Madonas novads;0038000;10;6
2021.07.26.;Mārupes novads;0039000;19;12
2021.07.26.;Ogres novads;0040000;30;23
2021.07.26.;Olaines novads;0041000;16;11
2021.07.26.;Preiļu novads;0042000;9;6
2021.07.26.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.26.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Rīga;0001000;477;250
2021.07.26.;Ropažu novads;0044000;24;19
2021.07.26.;Salaspils novads;0045000;13;7
2021.07.26.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.26.;Siguldas novads;0048000;25;no 1 līdz 5
2021.07.26.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Talsu novads;0051000;10;no 1 līdz 5
2021.07.26.;Tukuma novads;0052000;36;8
2021.07.26.;Valkas novads;0053000;0;0
2021.07.26.;Valmieras novads;0054000;18;11
2021.07.26.;Varakļānu novads;0055000;0;0
2021.07.26.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.26.;Ventspils pilsēta;0007000;26;12
2021.07.27.;Adrese nav norādīta;Nav;…;…
2021.07.27.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Augšdaugavas novads;0022000;20;no 1 līdz 5
2021.07.27.;Ādažu novads;0023000;8;6
2021.07.27.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Bauskas novads;0025000;13;no 1 līdz 5
2021.07.27.;Cēsu novads;0026000;16;6
2021.07.27.;Daugavpils pilsēta;0002000;29;15
2021.07.27.;Dienvidkurzemes novads;0027000;19;18
2021.07.27.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.27.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Jelgavas novads;0030000;17;14
2021.07.27.;Jelgavas pilsēta;0003000;26;6
2021.07.27.;Jēkabpils novads;0031000;17;7
2021.07.27.;Jūrmalas pilsēta;0004000;36;24
2021.07.27.;Krāslavas novads;0032000;23;9
2021.07.27.;Kuldīgas novads;0033000;11;no 1 līdz 5
2021.07.27.;Ķekavas novads;0034000;34;25
2021.07.27.;Liepājas pilsēta;0005000;36;26
2021.07.27.;Limbažu novads;0035000;16;10
2021.07.27.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.27.;Madonas novads;0038000;10;6
2021.07.27.;Mārupes novads;0039000;19;12
2021.07.27.;Ogres novads;0040000;30;18
2021.07.27.;Olaines novads;0041000;16;11
2021.07.27.;Preiļu novads;0042000;11;8
2021.07.27.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.27.;Rēzeknes pilsēta;0006000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Rīga;0001000;509;261
2021.07.27.;Ropažu novads;0044000;29;22
2021.07.27.;Salaspils novads;0045000;14;7
2021.07.27.;Saldus novads;0046000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.27.;Siguldas novads;0048000;27;6
2021.07.27.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Talsu novads;0051000;10;no 1 līdz 5
2021.07.27.;Tukuma novads;0052000;38;10
2021.07.27.;Valkas novads;0053000;0;0
2021.07.27.;Valmieras novads;0054000;18;9
2021.07.27.;Varakļānu novads;0055000;0;0
2021.07.27.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.27.;Ventspils pilsēta;0007000;30;16
2021.07.28.;Adrese nav norādīta;Nav;…;…
2021.07.28.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.28.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.28.;Augšdaugavas novads;0022000;20;no 1 līdz 5
2021.07.28.;Ādažu novads;0023000;11;8
2021.07.28.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.28.;Bauskas novads;0025000;14;6
2021.07.28.;Cēsu novads;0026000;17;7
2021.07.28.;Daugavpils pilsēta;0002000;30;13
2021.07.28.;Dienvidkurzemes novads;0027000;20;19
2021.07.28.;Dobeles novads;0028000;6;no 1 līdz 5
2021.07.28.;Gulbenes novads;0029000;no 1 līdz 5;no 1 līdz 5
2021.07.28.;Jelgavas novads;0030000;19;15
